state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
45.0,136.0,415,4688.0,0,0,0.0,110.2,92.0,18.73,219.4,109.0,18.65,188.1,67.0,8.46,12.3,4.0,3.32,2,0
44.0,83.0,510,741.0,0,1,33.0,228.2,85.0,38.79,249.2,114.0,21.18,93.5,89.0,4.21,10.2,7.0,2.75,0,0
7.0,78.0,415,3124.0,1,0,0.0,176.6,107.0,30.02,179.4,98.0,15.25,178.2,80.0,8.02,16.6,5.0,4.48,2,1
19.0,135.0,415,86.0,0,1,45.0,241.4,102.0,41.04,206.4,78.0,17.54,196.6,104.0,8.85,9.4,6.0,2.54,0,0
18.0,79.0,408,1081.0,0,0,0.0,174.8,88.0,29.72,197.0,94.0,16.75,87.0,103.0,3.92,8.6,6.0,2.32,3,0
45.0,133.0,415,2140.0,0,0,0.0,171.8,64.0,29.21,177.1,83.0,15.05,223.0,96.0,10.04,10.3,4.0,2.78,1,0
22.0,76.0,415,3998.0,0,1,37.0,190.8,58.0,32.44,221.9,101.0,18.86,211.2,104.0,9.5,12.3,4.0,3.32,1,0
22.0,216.0,408,273.0,0,0,0.0,212.3,106.0,36.09,191.1,71.0,16.24,224.9,79.0,10.12,9.4,8.0,2.54,3,0
6.0,73.0,510,4811.0,0,0,0.0,159.0,123.0,27.03,233.3,95.0,19.83,178.9,155.0,8.05,15.2,3.0,4.1,2,0
30.0,183.0,408,4323.0,0,1,38.0,178.4,103.0,30.33,184.4,79.0,15.67,203.3,94.0,9.15,7.2,3.0,1.94,3,0
1.0,106.0,415,3495.0,0,0,0.0,222.1,123.0,37.76,276.8,92.0,23.53,213.5,99.0,9.61,9.0,3.0,2.43,0,0
20.0,78.0,510,1152.0,0,0,0.0,238.9,96.0,40.61,196.1,92.0,16.67,102.4,95.0,4.61,11.0,1.0,2.97,6,0
28.0,109.0,415,3594.0,0,0,0.0,101.8,105.0,17.31,348.9,107.0,29.66,233.2,150.0,10.49,7.5,5.0,2.03,1,0
39.0,90.0,510,4911.0,0,0,0.0,190.0,98.0,32.3,196.1,111.0,16.67,216.4,58.0,9.74,8.0,6.0,2.16,2,0
34.0,112.0,415,3711.0,0,1,17.0,120.0,94.0,20.4,79.5,104.0,6.76,214.0,94.0,9.63,8.7,1.0,2.35,1,0
35.0,92.0,415,1424.0,0,0,0.0,145.9,90.0,24.8,148.1,105.0,12.59,241.3,93.0,10.86,8.4,1.0,2.27,2,0
49.0,35.0,408,1265.0,0,0,0.0,179.8,82.0,30.57,176.1,78.0,14.97,132.6,85.0,5.97,12.0,5.0,3.24,1,0
36.0,28.0,408,3673.0,0,0,0.0,225.7,70.0,38.37,206.9,90.0,17.59,167.9,88.0,7.56,13.8,3.0,3.73,1,0
48.0,93.0,415,3701.0,0,0,0.0,199.7,109.0,33.95,114.2,68.0,9.71,241.0,109.0,10.85,7.1,2.0,1.92,0,0
35.0,26.0,510,2966.0,0,0,0.0,150.0,63.0,25.5,225.0,90.0,19.13,202.3,99.0,9.1,9.2,5.0,2.48,3,0
36.0,33.0,415,3589.0,1,0,0.0,247.1,114.0,42.01,146.5,110.0,12.45,208.9,94.0,9.4,10.6,2.0,2.86,4,1
38.0,120.0,408,275.0,0,0,0.0,215.7,75.0,36.67,244.4,105.0,20.77,211.2,91.0,9.5,11.4,5.0,3.08,2,0
16.0,124.0,415,1757.0,0,0,0.0,94.8,102.0,16.12,238.9,91.0,20.31,279.4,94.0,12.57,11.6,3.0,3.13,2,0
41.0,56.0,415,1194.0,0,0,0.0,79.3,115.0,13.48,159.0,64.0,13.52,245.7,99.0,11.06,10.1,4.0,2.73,1,0
44.0,39.0,408,1404.0,0,0,0.0,157.2,81.0,26.72,247.7,131.0,21.05,215.7,141.0,9.71,9.9,9.0,2.67,1,0
15.0,158.0,408,62.0,0,0,0.0,119.8,123.0,20.37,262.2,122.0,22.29,219.8,111.0,9.89,12.4,5.0,3.35,1,0
30.0,106.0,510,4095.0,0,0,0.0,170.6,116.0,29.0,259.1,115.0,22.02,214.2,111.0,9.64,9.6,13.0,2.59,1,0
12.0,52.0,510,2726.0,0,1,24.0,229.1,86.0,38.95,168.7,124.0,14.34,245.4,75.0,11.04,14.6,2.0,3.94,1,0
47.0,112.0,408,4784.0,0,0,0.0,135.1,112.0,22.97,226.3,85.0,19.24,115.2,108.0,5.18,11.1,6.0,3.0,1,0
28.0,148.0,408,2364.0,1,0,0.0,136.8,112.0,23.26,197.5,134.0,16.79,93.2,90.0,4.19,10.3,5.0,2.78,2,0
1.0,12.0,408,2518.0,0,0,0.0,239.7,112.0,40.75,221.1,122.0,18.79,207.3,109.0,9.33,11.1,3.0,3.0,2,0
43.0,109.0,510,4511.0,1,0,0.0,159.6,136.0,27.13,151.0,126.0,12.84,142.1,53.0,6.39,7.3,4.0,1.97,4,1
6.0,142.0,510,375.0,0,1,38.0,231.2,125.0,39.3,174.8,121.0,14.86,171.2,87.0,7.7,12.4,2.0,3.35,4,0
37.0,60.0,510,1955.0,0,0,0.0,203.7,95.0,34.63,212.6,122.0,18.07,177.1,103.0,7.97,7.9,1.0,2.13,3,0
0.0,141.0,408,4970.0,0,1,43.0,157.8,122.0,26.83,132.3,108.0,11.25,137.1,81.0,6.17,5.6,2.0,1.51,2,0
15.0,168.0,415,4213.0,0,0,0.0,160.6,110.0,27.3,185.2,120.0,15.74,120.2,104.0,5.41,9.1,4.0,2.46,1,1
34.0,138.0,415,4418.0,1,0,0.0,261.1,96.0,44.39,170.9,120.0,14.53,71.1,89.0,3.2,0.0,0.0,0.0,3,1
50.0,88.0,415,1670.0,0,0,0.0,138.7,92.0,23.58,205.8,73.0,17.49,247.9,119.0,11.16,9.8,5.0,2.65,1,0
48.0,119.0,415,2171.0,0,0,0.0,226.6,126.0,38.52,143.6,107.0,12.21,94.9,123.0,4.27,12.1,5.0,3.27,1,0
8.0,31.0,408,3130.0,0,0,0.0,229.1,120.0,38.95,172.4,79.0,14.65,243.6,102.0,10.96,11.0,4.0,2.97,3,0
42.0,102.0,408,4287.0,0,0,0.0,157.4,83.0,26.76,47.3,102.0,4.02,160.4,92.0,7.22,11.4,5.0,3.08,0,0
7.0,149.0,415,4890.0,0,1,25.0,185.6,109.0,31.55,167.3,89.0,14.22,171.6,100.0,7.72,10.7,3.0,2.89,1,1
43.0,138.0,415,851.0,0,0,0.0,217.2,73.0,36.92,190.8,127.0,16.22,133.5,97.0,6.01,5.2,3.0,1.4,4,0
7.0,118.0,415,1330.0,0,0,0.0,183.1,128.0,31.13,241.0,93.0,20.49,211.1,108.0,9.5,12.5,4.0,3.38,0,0
42.0,222.0,408,2327.0,0,1,34.0,218.5,89.0,37.15,160.7,76.0,13.66,181.6,76.0,8.17,4.9,5.0,1.32,4,0
22.0,130.0,415,4476.0,0,0,0.0,143.8,76.0,24.45,274.8,103.0,23.36,194.7,105.0,8.76,12.3,1.0,3.32,0,0
47.0,60.0,415,2678.0,0,1,31.0,223.6,83.0,38.01,235.6,77.0,20.03,153.0,119.0,6.89,4.7,8.0,1.27,4,0
21.0,90.0,415,2775.0,0,0,0.0,189.1,104.0,32.15,313.9,124.0,26.68,227.9,128.0,10.26,8.2,2.0,2.21,1,0
8.0,140.0,415,301.0,0,0,0.0,143.0,100.0,24.31,193.4,89.0,16.44,59.5,81.0,2.68,12.3,8.0,3.32,4,1
5.0,101.0,415,4423.0,0,1,39.0,147.2,105.0,25.02,168.8,96.0,14.35,165.3,118.0,7.44,13.0,4.0,3.51,1,0
31.0,134.0,415,4426.0,0,1,32.0,224.0,75.0,38.08,97.5,103.0,8.29,211.6,80.0,9.52,10.7,5.0,2.89,2,0
36.0,88.0,408,2250.0,1,0,0.0,132.9,132.0,22.59,208.2,82.0,17.7,260.5,42.0,11.72,14.4,11.0,3.89,2,1
45.0,118.0,408,4679.0,0,0,0.0,160.3,110.0,27.25,53.2,92.0,4.52,130.7,119.0,5.88,10.5,4.0,2.84,0,0
42.0,93.0,415,124.0,0,1,21.0,213.8,103.0,36.35,257.7,72.0,21.9,218.4,114.0,9.83,7.2,6.0,1.94,1,0
11.0,232.0,415,1919.0,0,0,0.0,248.2,128.0,42.19,211.2,96.0,17.95,147.1,117.0,6.62,10.0,6.0,2.7,2,0
38.0,137.0,415,2972.0,0,1,25.0,174.6,88.0,29.68,243.8,118.0,20.72,259.7,103.0,11.69,12.2,3.0,3.29,3,0
50.0,3.0,415,84.0,0,1,23.0,205.5,102.0,34.94,209.5,83.0,17.81,182.3,99.0,8.2,6.4,4.0,1.73,0,0
39.0,137.0,415,4786.0,0,0,0.0,209.1,104.0,35.55,189.4,96.0,16.1,214.4,83.0,9.65,14.8,4.0,4.0,3,0
39.0,42.0,415,1942.0,0,0,0.0,251.1,81.0,42.69,178.3,106.0,15.16,184.6,90.0,8.31,12.7,5.0,3.43,0,0
20.0,58.0,408,1668.0,0,0,0.0,187.6,113.0,31.89,217.4,115.0,18.48,139.7,92.0,6.29,9.8,5.0,2.65,3,0
14.0,233.0,408,3267.0,0,0,0.0,137.3,94.0,23.34,232.4,87.0,19.75,206.0,105.0,9.27,9.8,4.0,2.65,1,0
17.0,55.0,415,2158.0,0,1,37.0,197.5,89.0,33.58,228.7,141.0,19.44,313.4,121.0,14.1,19.7,2.0,5.32,1,0
35.0,69.0,510,2059.0,0,0,0.0,221.6,88.0,37.67,231.8,87.0,19.7,211.7,116.0,9.53,8.6,9.0,2.32,1,0
45.0,100.0,415,2410.0,0,0,0.0,200.7,151.0,34.12,290.8,127.0,24.72,186.7,105.0,8.4,10.2,9.0,2.75,1,0
26.0,111.0,415,4783.0,0,0,0.0,226.3,82.0,38.47,178.9,101.0,15.21,181.5,90.0,8.17,8.9,4.0,2.4,0,0
38.0,86.0,510,2770.0,0,0,0.0,212.8,79.0,36.18,90.9,145.0,7.73,152.3,67.0,6.85,11.9,3.0,3.21,2,0
29.0,105.0,510,4457.0,0,0,0.0,213.3,99.0,36.26,153.1,79.0,13.01,227.9,98.0,10.26,10.8,5.0,2.92,1,0
10.0,111.0,408,1978.0,1,0,0.0,177.1,102.0,30.11,249.1,102.0,21.17,153.3,66.0,6.9,8.8,4.0,2.38,2,0
21.0,75.0,408,2154.0,0,0,0.0,229.2,59.0,38.96,142.8,107.0,12.14,291.6,109.0,13.12,8.5,5.0,2.3,0,0
35.0,95.0,510,2342.0,0,1,24.0,129.4,120.0,22.0,159.8,68.0,13.58,214.4,83.0,9.65,12.6,4.0,3.4,4,1
13.0,137.0,510,1102.0,0,0,0.0,203.1,97.0,34.53,132.0,76.0,11.22,250.9,94.0,11.29,9.2,4.0,2.48,4,0
16.0,116.0,408,4159.0,1,0,0.0,232.2,98.0,39.47,244.7,91.0,20.8,151.3,69.0,6.81,10.6,1.0,2.86,7,1
42.0,125.0,415,3054.0,0,0,0.0,138.5,96.0,23.55,159.7,117.0,13.57,212.7,91.0,9.57,7.7,3.0,2.08,2,0
47.0,65.0,415,1254.0,0,0,0.0,189.3,74.0,32.18,205.3,90.0,17.45,228.2,78.0,10.27,8.5,13.0,2.3,3,0
15.0,55.0,415,1188.0,0,1,33.0,141.0,99.0,23.97,250.9,109.0,21.33,284.6,89.0,12.81,11.7,3.0,3.16,0,0
19.0,86.0,408,3387.0,0,0,0.0,118.6,106.0,20.16,223.5,115.0,19.0,94.7,12.0,4.26,13.3,1.0,3.59,2,0
46.0,100.0,510,2083.0,0,0,0.0,254.2,97.0,43.21,262.0,88.0,22.27,256.3,82.0,11.53,13.6,6.0,3.67,0,1
14.0,70.0,408,3993.0,0,0,0.0,176.5,85.0,30.01,119.2,93.0,10.13,227.7,90.0,10.25,8.7,5.0,2.35,1,0
13.0,67.0,415,1183.0,0,0,0.0,234.3,111.0,39.83,206.4,87.0,17.54,157.3,101.0,7.08,5.8,10.0,1.57,3,0
8.0,50.0,510,2600.0,0,1,39.0,147.3,75.0,25.04,244.8,74.0,20.81,216.9,101.0,9.76,13.2,3.0,3.56,2,0
0.0,42.0,415,2479.0,0,0,0.0,171.0,129.0,29.07,183.9,96.0,15.63,130.2,90.0,5.86,4.6,6.0,1.24,0,0
39.0,76.0,510,2693.0,0,1,40.0,177.9,85.0,30.24,119.3,95.0,10.14,140.5,83.0,6.32,10.3,1.0,2.78,2,0
24.0,103.0,415,4102.0,0,1,34.0,240.6,92.0,40.9,204.2,99.0,17.36,297.0,82.0,13.37,12.7,9.0,3.43,5,0
29.0,90.0,415,1866.0,0,0,0.0,114.4,108.0,19.45,232.8,150.0,19.79,198.1,78.0,8.91,8.9,3.0,2.4,0,0
9.0,66.0,510,4735.0,0,0,0.0,113.9,112.0,19.36,271.8,106.0,23.1,216.7,95.0,9.75,15.6,3.0,4.21,2,0
22.0,22.0,408,4000.0,0,0,0.0,180.0,65.0,30.6,207.0,106.0,17.6,182.8,111.0,8.23,8.3,6.0,2.24,1,0
12.0,67.0,408,692.0,0,0,0.0,177.4,102.0,30.16,215.2,123.0,18.29,132.4,120.0,5.96,6.6,4.0,1.78,4,1
38.0,147.0,510,4705.0,0,1,35.0,110.8,123.0,18.84,199.2,81.0,16.93,212.9,77.0,9.58,8.9,4.0,2.4,2,0
2.0,57.0,415,1165.0,0,1,26.0,138.7,99.0,23.58,134.5,105.0,11.43,261.7,95.0,11.78,13.0,5.0,3.51,2,0
17.0,7.0,510,421.0,0,1,33.0,211.8,99.0,36.01,170.9,110.0,14.53,244.2,125.0,10.99,11.2,4.0,3.02,2,0
23.0,85.0,415,3840.0,0,0,0.0,234.5,113.0,39.87,237.3,116.0,20.17,122.7,110.0,5.52,12.9,3.0,3.48,4,0
43.0,92.0,510,535.0,0,0,0.0,240.2,86.0,40.83,107.6,79.0,9.15,156.6,121.0,7.05,7.5,4.0,2.03,1,0
11.0,92.0,510,3072.0,0,0,0.0,222.4,105.0,37.81,164.0,129.0,13.94,233.3,113.0,10.5,9.9,8.0,2.67,1,0
50.0,116.0,415,1059.0,0,1,42.0,280.4,95.0,47.67,174.4,101.0,14.82,190.0,65.0,8.55,9.9,1.0,2.67,3,0
48.0,133.0,415,2362.0,0,0,0.0,113.3,137.0,19.26,160.2,103.0,13.62,228.8,98.0,10.3,10.1,7.0,2.73,2,0
33.0,134.0,408,2753.0,0,0,0.0,107.0,146.0,18.19,220.0,116.0,18.7,149.8,108.0,6.74,7.2,3.0,1.94,2,0
7.0,19.0,415,167.0,0,0,0.0,184.5,131.0,31.37,201.3,87.0,17.11,188.9,114.0,8.5,13.1,10.0,3.54,1,0
14.0,66.0,415,2198.0,0,1,31.0,163.2,106.0,27.74,267.9,108.0,22.77,172.6,100.0,7.77,9.7,5.0,2.62,1,0
25.0,65.0,510,2330.0,0,0,0.0,193.8,113.0,32.95,151.7,106.0,12.89,208.9,94.0,9.4,12.6,3.0,3.4,3,0
49.0,104.0,415,912.0,0,0,0.0,185.1,91.0,31.47,227.3,115.0,19.32,198.5,79.0,8.93,12.7,10.0,3.43,2,0
50.0,140.0,408,2784.0,0,0,0.0,151.5,106.0,25.76,175.7,125.0,14.93,214.1,87.0,9.63,12.4,9.0,3.35,3,0
19.0,102.0,510,563.0,0,0,0.0,143.7,82.0,24.43,170.9,83.0,14.53,310.9,112.0,13.99,9.8,1.0,2.65,2,0
37.0,101.0,415,727.0,1,0,0.0,169.5,117.0,28.82,212.0,111.0,18.02,204.0,120.0,9.18,9.7,1.0,2.62,0,1
21.0,62.0,510,3822.0,0,0,0.0,211.3,100.0,35.92,228.4,91.0,19.41,217.1,77.0,9.77,6.3,5.0,1.7,0,0
2.0,115.0,415,1373.0,0,1,37.0,184.1,67.0,31.3,159.4,104.0,13.55,193.3,121.0,8.7,13.3,3.0,3.59,0,0
18.0,111.0,408,631.0,0,1,33.0,154.0,122.0,26.18,207.3,123.0,17.62,186.2,105.0,8.38,10.8,8.0,2.92,1,0
20.0,119.0,415,4046.0,0,0,0.0,209.4,125.0,35.6,286.3,91.0,24.34,208.6,73.0,9.39,8.1,4.0,2.19,2,0
31.0,121.0,415,2587.0,0,0,0.0,166.3,114.0,28.27,138.8,130.0,11.8,215.3,108.0,9.69,10.4,10.0,2.81,2,0
26.0,108.0,415,3883.0,0,0,0.0,108.6,128.0,18.46,325.2,97.0,27.64,173.6,67.0,7.81,9.3,6.0,2.51,0,0
20.0,63.0,415,1037.0,0,1,25.0,230.3,82.0,39.15,165.6,96.0,14.08,227.7,125.0,10.25,9.0,2.0,2.43,1,0
6.0,59.0,415,2134.0,0,1,46.0,200.1,44.0,34.02,126.0,78.0,10.71,146.3,123.0,6.58,10.6,5.0,2.86,1,0
35.0,82.0,415,3432.0,0,0,0.0,179.2,95.0,30.46,228.9,95.0,19.46,187.7,100.0,8.45,13.2,2.0,3.56,1,0
31.0,126.0,415,2409.0,0,0,0.0,261.6,83.0,44.47,192.9,133.0,16.4,246.9,50.0,11.11,7.3,3.0,1.97,4,0
33.0,110.0,510,4744.0,0,0,0.0,129.5,94.0,22.02,92.6,96.0,7.87,154.3,110.0,6.94,9.9,5.0,2.67,3,0
16.0,85.0,408,4288.0,0,0,0.0,164.0,111.0,27.88,229.4,108.0,19.5,220.7,105.0,9.93,9.3,2.0,2.51,1,0
43.0,46.0,415,3759.0,0,0,0.0,230.7,117.0,39.22,186.2,84.0,15.83,182.2,109.0,8.2,9.2,4.0,2.48,2,0
23.0,44.0,408,2505.0,0,0,0.0,207.2,90.0,35.22,178.6,76.0,15.18,182.0,74.0,8.19,0.0,0.0,0.0,0,0
26.0,171.0,408,4787.0,0,0,0.0,171.9,99.0,29.22,249.2,95.0,21.18,174.9,81.0,7.87,12.5,4.0,3.38,1,0
0.0,88.0,415,3568.0,0,1,37.0,181.7,88.0,30.89,237.4,106.0,20.18,209.1,111.0,9.41,9.5,5.0,2.57,2,0
11.0,169.0,408,2201.0,0,0,0.0,240.7,119.0,40.92,141.1,102.0,11.99,120.6,56.0,5.43,7.7,2.0,2.08,2,0
43.0,48.0,510,1768.0,0,0,0.0,198.2,108.0,33.69,181.0,70.0,15.39,238.9,86.0,10.75,12.1,2.0,3.27,1,0
13.0,65.0,408,2741.0,0,0,0.0,96.0,95.0,16.32,117.0,82.0,9.95,172.9,114.0,7.78,6.7,3.0,1.81,3,0
50.0,81.0,415,2105.0,0,0,0.0,165.2,109.0,28.08,170.6,96.0,14.5,205.0,74.0,9.23,9.9,4.0,2.67,0,0
17.0,53.0,510,706.0,0,0,0.0,171.5,75.0,29.16,224.5,111.0,19.08,187.4,84.0,8.43,9.7,6.0,2.62,1,0
2.0,72.0,415,3187.0,0,1,27.0,111.7,68.0,18.99,252.8,106.0,21.49,255.5,109.0,11.5,7.8,4.0,2.11,1,0
37.0,100.0,510,4518.0,0,0,0.0,152.7,98.0,25.96,212.4,73.0,18.05,264.5,90.0,11.9,7.9,3.0,2.13,2,0
23.0,82.0,415,4714.0,0,0,0.0,194.7,105.0,33.1,210.9,100.0,17.93,236.9,143.0,10.66,11.6,3.0,3.13,3,0
11.0,71.0,415,718.0,0,0,0.0,119.9,108.0,20.38,240.7,82.0,20.46,151.1,124.0,6.8,8.1,7.0,2.19,3,0
18.0,103.0,415,1543.0,0,0,0.0,222.9,129.0,37.89,205.0,87.0,17.43,141.3,99.0,6.36,9.9,2.0,2.67,1,0
39.0,87.0,415,2494.0,0,0,0.0,210.7,46.0,35.82,215.6,116.0,18.33,170.4,79.0,7.67,13.2,3.0,3.56,1,0
20.0,116.0,408,797.0,0,0,0.0,254.6,107.0,43.28,249.4,89.0,21.2,229.6,77.0,10.33,9.0,18.0,2.43,2,1
25.0,140.0,415,3671.0,0,0,0.0,265.0,100.0,45.05,147.6,89.0,12.55,247.7,94.0,11.15,10.7,3.0,2.89,1,0
42.0,93.0,408,3588.0,0,0,0.0,172.3,135.0,29.29,318.7,95.0,27.09,131.5,104.0,5.92,11.5,4.0,3.11,3,0
13.0,90.0,415,2057.0,0,0,0.0,259.1,140.0,44.05,124.0,119.0,10.54,188.3,79.0,8.47,12.8,3.0,3.46,0,0
10.0,130.0,415,4497.0,0,0,0.0,211.4,91.0,35.94,191.0,62.0,16.24,207.3,109.0,9.33,11.6,3.0,3.13,1,0
16.0,121.0,408,3257.0,1,0,0.0,175.9,87.0,29.9,225.3,114.0,19.15,156.2,113.0,7.03,10.4,3.0,2.81,2,0
11.0,47.0,510,2554.0,1,0,0.0,135.0,108.0,22.95,176.3,111.0,14.99,144.6,96.0,6.51,10.5,1.0,2.84,1,1
49.0,94.0,415,1531.0,1,1,39.0,115.5,90.0,19.64,122.5,99.0,10.41,197.7,110.0,8.9,7.0,3.0,1.89,0,0
25.0,76.0,408,1447.0,0,0,0.0,193.0,82.0,32.81,200.8,109.0,17.07,135.9,79.0,6.12,14.4,3.0,3.89,0,0
25.0,69.0,510,4291.0,0,0,0.0,167.4,105.0,28.46,121.5,142.0,10.33,209.3,83.0,9.42,16.0,2.0,4.32,1,0
40.0,117.0,415,1140.0,0,1,35.0,190.7,100.0,32.42,209.7,107.0,17.82,202.5,101.0,9.11,12.4,5.0,3.35,1,0
16.0,70.0,415,191.0,0,0,0.0,325.5,128.0,55.34,300.3,105.0,25.53,199.8,93.0,8.99,5.7,7.0,1.54,1,1
13.0,130.0,415,1052.0,0,0,0.0,139.0,98.0,23.63,120.2,116.0,10.22,160.4,113.0,7.22,14.5,2.0,3.92,3,0
0.0,109.0,415,2352.0,0,1,40.0,155.9,110.0,26.5,161.2,99.0,13.7,229.2,81.0,10.31,11.5,13.0,3.11,0,0
25.0,115.0,415,3274.0,0,0,0.0,182.1,97.0,30.96,231.1,76.0,19.64,246.2,103.0,11.08,15.0,2.0,4.05,0,0
34.0,114.0,408,1660.0,0,0,0.0,139.8,152.0,23.77,215.9,76.0,18.35,96.9,111.0,4.36,7.9,10.0,2.13,2,0
35.0,135.0,510,4158.0,0,0,0.0,112.7,123.0,19.16,280.0,90.0,23.8,251.9,110.0,11.34,10.4,2.0,2.81,0,0
8.0,79.0,415,4413.0,0,1,31.0,173.2,98.0,29.44,149.5,123.0,12.71,245.7,91.0,11.06,11.5,7.0,3.11,1,0
39.0,123.0,408,190.0,0,0,0.0,225.6,102.0,38.35,225.8,56.0,19.19,186.7,128.0,8.4,6.7,2.0,1.81,1,0
29.0,112.0,415,294.0,1,0,0.0,195.7,123.0,33.27,141.9,124.0,12.06,136.4,72.0,6.14,7.9,6.0,2.13,1,0
11.0,57.0,415,199.0,0,0,0.0,214.0,100.0,36.38,209.9,80.0,17.84,105.1,112.0,4.73,11.3,1.0,3.05,0,0
32.0,143.0,415,2452.0,0,0,0.0,271.7,67.0,46.19,189.1,155.0,16.07,101.1,55.0,4.55,17.2,5.0,4.64,1,0
44.0,107.0,510,4555.0,0,0,0.0,257.7,98.0,43.81,156.5,84.0,13.3,104.4,123.0,4.7,9.8,3.0,2.65,1,0
20.0,103.0,415,2991.0,1,0,0.0,133.2,90.0,22.64,236.8,70.0,20.13,214.1,120.0,9.63,12.5,2.0,3.38,1,1
12.0,157.0,415,1444.0,0,0,0.0,248.7,113.0,42.28,251.8,79.0,21.4,262.7,46.0,11.82,7.5,3.0,2.03,5,1
17.0,120.0,408,3282.0,0,0,0.0,180.8,93.0,30.74,190.1,82.0,16.16,192.3,66.0,8.65,10.5,7.0,2.84,2,0
46.0,81.0,415,4393.0,1,1,32.0,229.0,80.0,38.93,221.0,113.0,18.79,291.4,91.0,13.11,12.4,5.0,3.35,1,0
32.0,136.0,408,3476.0,0,0,0.0,276.3,94.0,46.97,226.0,125.0,19.21,221.4,87.0,9.96,7.2,1.0,1.94,1,1
46.0,83.0,510,3540.0,0,1,37.0,133.1,117.0,22.63,171.4,89.0,14.57,218.1,92.0,9.81,10.9,4.0,2.94,3,0
38.0,137.0,415,2606.0,0,0,0.0,248.3,63.0,42.21,250.4,108.0,21.28,159.1,94.0,7.16,9.6,4.0,2.59,1,0
46.0,93.0,415,567.0,0,1,37.0,230.4,95.0,39.17,155.5,89.0,13.22,179.0,90.0,8.06,10.4,9.0,2.81,3,0
37.0,103.0,408,4489.0,0,0,0.0,185.8,118.0,31.59,86.8,84.0,7.38,208.4,115.0,9.38,10.7,9.0,2.89,1,0
4.0,96.0,415,1958.0,0,0,0.0,183.9,88.0,31.26,109.2,86.0,9.28,190.2,78.0,8.56,16.6,7.0,4.48,2,0
34.0,77.0,415,2938.0,1,0,0.0,132.9,86.0,22.59,168.1,121.0,14.29,196.3,102.0,8.83,7.8,3.0,2.11,0,0
24.0,128.0,510,2030.0,0,0,0.0,221.0,109.0,37.57,219.0,107.0,18.62,229.4,113.0,10.32,8.6,5.0,2.32,3,0
32.0,116.0,510,4895.0,0,0,0.0,179.0,81.0,30.43,200.0,116.0,17.0,168.6,74.0,7.59,15.8,7.0,4.27,1,0
23.0,96.0,408,2808.0,1,0,0.0,188.8,119.0,32.1,216.9,100.0,18.44,208.5,116.0,9.38,5.8,3.0,1.57,3,0
6.0,60.0,415,4024.0,1,1,45.0,135.6,101.0,23.05,94.9,73.0,8.07,154.0,118.0,6.93,9.8,3.0,2.65,4,1
12.0,105.0,408,4699.0,1,1,31.0,172.5,103.0,29.33,113.6,102.0,9.66,261.6,104.0,11.77,10.8,4.0,2.92,2,0
1.0,123.0,415,4183.0,0,0,0.0,132.6,100.0,22.54,198.8,102.0,16.9,168.9,105.0,7.6,0.0,0.0,0.0,1,0
10.0,84.0,408,2093.0,0,0,0.0,127.7,81.0,21.71,188.4,84.0,16.01,260.0,125.0,11.7,4.7,6.0,1.27,1,0
31.0,107.0,510,171.0,0,0,0.0,156.3,75.0,26.57,215.3,93.0,18.3,118.2,115.0,5.32,8.8,2.0,2.38,1,0
4.0,86.0,415,1658.0,0,0,0.0,234.6,102.0,39.88,268.3,109.0,22.81,195.6,102.0,8.8,11.6,4.0,3.13,1,1
46.0,115.0,415,2659.0,0,0,0.0,202.1,95.0,34.36,231.6,89.0,19.69,214.6,165.0,9.66,13.1,7.0,3.54,1,0
42.0,128.0,510,197.0,0,1,40.0,272.2,112.0,46.27,239.9,111.0,20.39,257.3,124.0,11.58,11.6,2.0,3.13,1,0
41.0,97.0,415,2713.0,0,0,0.0,245.2,109.0,41.68,165.5,152.0,14.07,159.2,96.0,7.16,9.1,8.0,2.46,1,0
5.0,90.0,415,2618.0,0,0,0.0,207.6,82.0,35.29,193.3,105.0,16.43,149.7,68.0,6.74,11.2,6.0,3.02,1,0
17.0,22.0,415,1153.0,0,0,0.0,222.9,97.0,37.89,172.6,91.0,14.67,187.6,99.0,8.44,10.1,3.0,2.73,1,0
12.0,121.0,415,3730.0,0,0,0.0,273.8,96.0,46.55,263.1,106.0,22.36,201.5,83.0,9.07,10.8,3.0,2.92,1,1
6.0,169.0,510,2613.0,0,0,0.0,192.8,98.0,32.78,273.2,125.0,23.22,266.3,102.0,11.98,11.4,6.0,3.08,2,0
19.0,83.0,510,1473.0,0,0,0.0,268.7,81.0,45.68,145.5,100.0,12.37,185.6,86.0,8.35,9.4,6.0,2.54,0,0
33.0,87.0,408,4231.0,0,1,48.0,178.8,91.0,30.4,246.8,106.0,20.98,262.4,119.0,11.81,9.0,8.0,2.43,1,0
45.0,126.0,415,4117.0,0,1,24.0,197.3,82.0,33.54,167.6,51.0,14.25,222.0,89.0,9.99,7.4,3.0,2.0,1,0
34.0,61.0,415,3582.0,0,1,36.0,233.9,97.0,39.76,175.6,133.0,14.93,177.0,83.0,7.97,9.5,4.0,2.57,1,0
24.0,90.0,408,3707.0,1,0,0.0,207.1,87.0,35.21,208.5,87.0,17.72,146.0,95.0,6.57,4.4,5.0,1.19,2,0
